tsne1D,tsne2D,Standard_Cluster,Membership_Probability,Sample_Name
-21.580062953479842,-23.84988457456525,2.0,1.0,AP024132.2
33.07083756338003,-14.681769807438819,1.0,0.49044657902011257,AP024472.1
29.502926353468588,-19.033941882919564,1.0,0.6622520111242004,AP024474.1
29.505119233002095,-19.033546903388313,1.0,0.6624978279290067,AP024476.1
-32.81955222613162,9.942634599792584,3.0,1.0,AP024584.1
-12.55171796467835,19.949595263205428,4.0,0.5196951898400332,AP024696.1
-12.073767276245942,25.64239156193917,4.0,1.0,AP026477.1
-12.606420844317075,24.680720595987964,4.0,1.0,AP026480.1
-18.58245853903046,-22.54503075925043,2.0,1.0,AP026515.1
-12.654729228368643,26.108609419395552,4.0,1.0,AP026519.1
23.166711945902094,23.725629788425838,7.0,0.6970651926436171,AP026521.1
27.566516677132228,-12.87334402351007,-1.0,0.0,AP026740.1
27.57109496990542,-12.872579867776441,-1.0,0.0,AP026743.1
4.5933111286025365,-0.9158388220653257,-1.0,0.0,AP026747.1
27.572032666341453,-12.872176372903565,-1.0,0.0,AP026748.1
27.562722423224308,-12.873745101795807,-1.0,0.0,AP026752.1
-0.0849021869870985,-7.0654532869916595,10.0,1.0,AP026753.1
27.565364236846765,-12.873206098876746,-1.0,0.0,AP026756.1
27.563213415634962,-12.873431341885084,-1.0,0.0,AP026760.1
27.562310031609353,-12.87425274473864,-1.0,0.0,AP026762.1
-13.372948257523143,29.607271199232997,4.0,0.8002061739674056,AP027447.1
-18.18034943498286,-20.013175636927766,2.0,1.0,AP028811.1
15.902122164639826,-9.169696627713012,-1.0,0.0,AP028812.1
-21.755334957640258,-13.229944247750026,2.0,0.7209999654697404,AP028817.1
15.889465212480358,-9.16747035087535,-1.0,0.0,AP028819.1
-21.75182461969465,-13.225804160411542,2.0,0.7210435388037765,AP028824.1
15.88754302991054,-9.175599086803357,-1.0,0.0,AP028825.1
-21.75173237080098,-13.225590004246527,2.0,0.7210374244573833,AP028828.1
15.888940889661383,-9.168266286522535,-1.0,0.0,AP028830.1
-21.751736189830623,-13.225489655692527,2.0,0.7210301600756771,AP028833.1
15.888793519364755,-9.168397480142588,-1.0,0.0,AP028835.1
-21.75130156076305,-13.22783969259395,2.0,0.721232592235959,AP028838.1
15.889675174185237,-9.166970684557851,-1.0,0.0,AP028840.1
-21.752631911168127,-13.226935531602335,2.0,0.7210459004823068,AP028843.1
15.8887452326373,-9.170441797047287,-1.0,0.0,AP028845.1
-21.75171023235562,-13.225812059388874,2.0,0.7210547794807928,AP028848.1
15.88894761408413,-9.16807610526579,-1.0,0.0,AP028850.1
-21.75191257822079,-13.22539385881792,2.0,0.7210070732361726,AP028854.1
15.890062924468596,-9.165786836753345,-1.0,0.0,AP028856.1
-21.751851855754346,-13.225814321770438,2.0,0.7210416912560558,AP028859.1
