tsne1D,tsne2D,Standard_Cluster,Membership_Probability,Sample_Name
-11.901465183731364,-21.845678250488053,14.0,1.0,AP024132.2
32.439554007187894,-11.858130088997925,2.0,1.0,AP024472.1
28.904815468312254,-16.671624512711634,1.0,0.5161001396743399,AP024474.1
28.907215789322507,-16.670958635343247,1.0,0.5164048749717624,AP024476.1
-32.13543628188461,11.941600075121261,4.0,1.0,AP024584.1
-13.448999386454036,21.891184153808105,-1.0,0.0,AP024696.1
-12.636552326121167,29.444357771816634,12.0,1.0,AP026477.1
-14.044239214580301,29.10399000056266,12.0,0.7098000671189689,AP026480.1
-11.860126598819855,-18.71445867248059,-1.0,0.0,AP026515.1
-12.269819110285077,28.820354466354594,12.0,0.997073498111329,AP026519.1
25.578633515053173,25.399350927251273,9.0,1.0,AP026521.1
27.026846138191157,-10.298280605891287,-1.0,0.0,AP026740.1
27.031249273809415,-10.297458577914922,-1.0,0.0,AP026743.1
5.292220928999979,-1.7276826596595791,-1.0,0.0,AP026747.1
27.030969147205102,-10.297682404876555,-1.0,0.0,AP026748.1
27.023140049112815,-10.298348948935615,-1.0,0.0,AP026752.1
1.016963894980424,-6.397147783311901,21.0,0.6702452737040865,AP026753.1
27.025337207150024,-10.297740276110343,-1.0,0.0,AP026756.1
27.023313646862714,-10.298008740739794,-1.0,0.0,AP026760.1
27.02263442686945,-10.299030535988255,-1.0,0.0,AP026762.1
-13.127016713675244,24.825488251159424,12.0,0.6455424804924762,AP027447.1
-13.83225929885809,-17.469084951623515,15.0,0.7030056527295216,AP028811.1
16.48227192523575,-4.712195952943166,-1.0,0.0,AP028812.1
-20.74895458894268,-13.230058734855229,-1.0,0.0,AP028817.1
16.469944777694913,-4.706470809617209,-1.0,0.0,AP028819.1
-20.747975598320544,-13.229609057930833,-1.0,0.0,AP028824.1
16.467454659575804,-4.7122728117288695,-1.0,0.0,AP028825.1
-20.747948463549267,-13.230082345804723,-1.0,0.0,AP028828.1
16.46955723125022,-4.706748520178345,-1.0,0.0,AP028830.1
-20.74789503777955,-13.229757746128813,-1.0,0.0,AP028833.1
16.469412456235,-4.706830050654035,-1.0,0.0,AP028835.1
-20.74674273734286,-13.231842232247935,-1.0,0.0,AP028838.1
16.47040716518329,-4.706019973181977,-1.0,0.0,AP028840.1
-20.748149817054255,-13.230158403972636,-1.0,0.0,AP028843.1
16.469265754946434,-4.708333723812657,-1.0,0.0,AP028845.1
-20.74793775192719,-13.229849627086354,-1.0,0.0,AP028848.1
16.469574212006155,-4.706747431455784,-1.0,0.0,AP028850.1
-20.748173584384734,-13.229880034819205,-1.0,0.0,AP028854.1
16.470662909881995,-4.705293951580223,-1.0,0.0,AP028856.1
-20.747954759623273,-13.229923130863362,-1.0,0.0,AP028859.1
16.469604925409044,-4.706745312009996,-1.0,0.0,AP028861.1
5.16824957999261,25.342221434131098,-1.0,0.0,AP028871.1
19.88280663710368,14.473205436764664,10.0,0.694885371209787,CP006001.1
10.724414366590793,13.292800280160478,10.0,0.9313902198067577,CP006002.1
6.213937838818133,34.30821669432795,3.0,1.0,CP007150.1
-10.932784514383078,-20.751369266113723,14.0,0.7801454215656551,CP012113.1
27.53681669380506,-3.8818797579356312,-1.0,0.0,CP012495.1
8.43623117747413,13.821480404061683,10.0,0.8413644153538277,CP012496.1
-0.9599999612456966,21.13454653602243,8.0,1.0,CP013836.1
16.113884291383023,9.894851726053052,10.0,1.0,CP014200.1
4.937125020348461,34.03420711741254,3.0,1.0,CP014493.1
23.26469454588831,-11.19970075477835,-1.0,0.0,CP014753.1
24.47957612370913,16.631968160190954,9.0,0.6136717062513036,CP018958.1
-19.92576131959158,22.261424018946546,7.0,0.4657486123040415,CP018960.1
-23.358932564843204,-22.030192102195567,-1.0,0.0,CP022610.1
18.427768425434447,14.700114425216045,10.0,0.7170960564094849,CP024249.1
15.13035677361731,7.835471161449876,10.0,0.9528016690148992,CP024250.1
22.20948649771267,10.168856508369238,-1.0,0.0,CP025891.1
15.933175951130394,11.733354713082166,10.0,0.9735103037733029,CP025968.1
6.40312911868838,15.334004262082152,-1.0,0.0,CP025975.1
6.403080842191626,15.333999742127112,-1.0,0.0,CP025978.1
32.252222817357406,-11.510271542508958,2.0,1.0,CP027321.1
27.027749224485135,-10.29716658588565,-1.0,0.0,CP027364.1
28.182772800314783,20.579692041937832,9.0,0.7967531706752973,CP027377.1
-12.75057963249368,-22.175068954937434,14.0,0.9006268008824955,CP027485.1
19.262160150759097,-10.523311488056127,-1.0,0.0,CP027598.1
30.860319628635935,19.0319962423148,-1.0,0.0,CP027641.1
27.167235958283616,-10.310533904083853,-1.0,0.0,CP027676.1
32.39171287463684,-11.256725193630247,2.0,1.0,CP027764.1
-19.871671511738946,19.506013722681093,7.0,0.7442479891398024,CP031137.1
-2.6989583735175873,-0.9352849424955418,21.0,0.9647263634149166,CP034254.1
30.955118562058406,-23.7147995903151,1.0,1.0,CP034937.1
34.46747622303231,-0.3620809917290986,0.0,0.5245962879849277,CP041748.1
18.615163828657234,25.55050393711514,9.0,1.0,CP042601.1
7.673478010093379,-20.781135391112922,13.0,0.4623244316773701,CP042619.1
-4.545686577428883,-5.101467366686842,-1.0,0.0,CP042621.1
-7.297820720773334,-7.892953827824199,20.0,1.0,CP042630.1
9.809888395375102,-2.685040012050756,-1.0,0.0,CP042633.1
-8.338863728294292,-8.086192229033404,20.0,0.7038497298435595,CP042640.1
-3.7810977785861306,-4.091177864752031,20.0,0.6411953826694196,CP042642.1
15.484261113061786,8.771150621427733,10.0,1.0,CP042948.1
29.4413957508385,-7.502598415873717,-1.0,0.0,CP042949.1
6.181289925112593,22.24930103132409,-1.0,0.0,CP042952.1
35.56004213638613,-17.297150283456777,1.0,0.8193962908084448,CP043012.1
35.57816763980628,-17.308951036466087,1.0,0.8130227856743014,CP043016.1
35.56026771255004,-17.328568679046064,1.0,0.8191025280818985,CP043020.1
35.57476533978512,-17.332101110672085,1.0,0.8140184880516742,CP043023.1
11.464988593317335,-21.305233788891027,-1.0,0.0,CP043735.1
-13.307330904282733,-29.70597640843858,16.0,0.7064052633068683,CP043737.1
0.883118167387543,-9.733806063113873,-1.0,0.0,CP043740.1
-19.559490417390045,-15.899015859974366,-1.0,0.0,CP043741.1
-19.55931286308809,-15.899035239680284,-1.0,0.0,CP043743.1
-18.1351160722509,4.845210843825259,5.0,0.6798662729991372,CP043745.1
-1.1696484500691806,-10.252067240252757,-1.0,0.0,CP043748.1
-5.11551482492263,-7.504739162851816,20.0,0.9398773330480829,CP043759.1
-15.383605198323906,-18.99950203140453,15.0,0.8679297340244191,CP044023.1
19.63438258010009,24.520916406626572,9.0,1.0,CP044024.1
-32.15374609125767,11.10109438395422,4.0,1.0,CP044301.1
-22.15154223197916,-25.93464081503969,17.0,0.8501197640549308,CP044347.1
11.806969128393838,35.45539508085185,3.0,0.23220269517645042,CP046678.1
-18.75958750930839,-29.88153044633639,17.0,0.7048557011958942,CP048296.1
10.551561650249939,31.60285691477961,3.0,0.2145070461309108,CP048854.1
27.299085970749147,21.965256084680203,9.0,1.0,CP048856.1
5.701752648621627,34.98320673509997,3.0,1.0,CP048858.1
-16.409082492585895,24.18140061744257,-1.0,0.0,CP048861.1
-12.127030915945248,31.945192816844227,12.0,0.6403465873980192,CP048868.1
15.46300597457995,7.943865444850952,10.0,1.0,CP048869.1
6.832707699914521,33.93497597413865,3.0,0.6856327302311634,CP048871.1
15.022623827432374,6.847826532116389,10.0,1.0,CP049614.1
9.099628014048106,17.982416051709293,-1.0,0.0,CP049615.1
4.944179316531509,24.221769521713174,-1.0,0.0,CP051693.1
-18.969749122342296,-17.1673451650887,-1.0,0.0,CP051750.1
30.738777070964215,-23.02133603474303,1.0,1.0,CP051777.1
29.380433523177494,-21.720330695832477,1.0,1.0,CP051781.1
29.335542997867165,-21.75795850557303,1.0,1.0,CP051785.1
29.262264728214273,-21.860282026128562,1.0,1.0,CP051789.1
30.54013702124373,-23.083947198240374,1.0,1.0,CP051791.1
29.466583043403674,-21.474345549716034,1.0,1.0,CP051795.1
30.60860356762568,-23.15088823767846,1.0,1.0,CP051797.1
30.605539386890324,-23.13431689912875,1.0,1.0,CP051801.1
31.420896009129137,-23.314451238471182,1.0,1.0,CP051803.1
32.731055948298724,-1.9749882016054832,0.0,1.0,CP051805.1
31.308865037053668,-23.329788749909277,1.0,1.0,CP051807.1
28.415236444229425,-21.6429886946959,1.0,1.0,CP051813.1
31.08002684825849,-22.803824299153973,1.0,0.9574109974898984,CP051815.1
28.93467990930985,-21.423112240197494,1.0,1.0,CP051818.1
34.781594051650586,-18.88346219971559,1.0,1.0,CP051820.1
33.758573858513444,-2.819964746733528,0.0,1.0,CP051826.1
32.77938039018781,-2.9828972734276613,0.0,0.7897562208497774,CP051829.1
33.34331553146117,-2.981858023700066,0.0,1.0,CP051835.1
-13.200054651448122,30.15872998887082,12.0,1.0,CP054247.1
-12.5204943491907,29.70218117357055,12.0,1.0,CP054250.1
6.771950006299152,34.74642434989772,3.0,0.8528992595076741,CP054318.1
